7,7,49
700222734727537642047448493250108670244065178802433983297837178785,374361671964400700348668059767474887963293638519328449990997664682,262136553720086017163579592808977471214994980401084828190111672514285240482391378826026672590186218912823603848581391502410314171370
9915788731458316313125566577113265145998406242458907122763183449321,6207271872065967692261713455320605774291967801158678600806417347046,61549996482129890090512082070700414906874099110623116992721562173898779633623583608042768672900405259669814720013626664722856210055766
32534113091020068076052502316118187472474201809324416893061077537831,94609732099160574114611074464098898533365226977125878749350768458588,3078043723625201579712316716096078588950993405814389750432609753217709238763894834539905764675498649108332980887152108654302330126842628
321971702922503829902967593276335102104906582806719945701191251471392,727740367988038008362820856965072626386908948529201812067868926398232,234311805566558189837227722362572391960470994682883268152780616427972361571865803493656511772765741297467058234628177136740089220947378944
5089767168438490085526494860385631304330452180203839158025550984518838,8584671548040391604151680224968466587037904779829977173403190626204220,43693979397044013285991172847159139023042136743131817137533434638010552699552480020021421024791079599981887705593976786780018624071025096360
42220952593156156223654146188678196160261283818878336877130831791686281,90860870637518624711035116435866445066192890624476828737081757251068885,3836232511759568031515854777751497443940247489268588739113553343692704671811790604170879388705085840145321642723708136279869929336943840466685
288151818677963188669298479318493951745158067786264026551395981310855003,535191020459409825424784063261810309437451490018045978206719082524244541,154216265885493947181051396068223688815219479747411772913838316440885574470379537311202936882304753580996320981713644324645435986821005365288623
7051057548725787422420673312541669344777933830612329912308702188601791785,2032291219281378482089871335579107551394370079615766916761163792423872987,14329802342923098287634969155470633739457099804703994905012644768657951963628419926268478411178522925577832429907696245958161735841127557460011795
95142802205726116249866722229586105088278076578781355146644874468758117987,92134521882661680638990843567072558019283025415703096187876463983227757360,8765936591801224873481085596217691313366108059664997765325221974273224397978100373215266376367272048222153497198394112215800814190005713652287634320
819717513664896510306657392573643653296511434117288696333279749938725039067,954415184883396108140081916131790762579346467254986462119565176275970158082,782350842356639978571120305186783449331419958192729828977636574449980991547251270543156518170351995572599181727391478406492665813772109636851615789494
3538160846229610208028043879223509343077030597263918157745232980053153132184,8354123509619197007926131705087044872569033997658428521454149041762969550553,29558232706300939260340226715683138693996053059320984002285538237535902822003894274474365009757335243906404777659316046209796406540936894856910679297752
88592597283127615864970584267095579975475952455363229682553883111343231165285,21221658216172988883007262159368279551645231881312815737496356874102253359282,1880081820025589981844065400785383476214285728344082678641191544163692088548489429878053847087182727723173085591262212518264785269413651345052666630925370
626208248247844504065695574796841693407075826519646469061585894628016526943449,154171236779055907839785700245832944698342939514962919515987671235272110576210,96543300113616256863101705130557674377263346699194183639362317864598190526013507686966055928253813133750613524810275916267829368037519969745499897474748290
6259304673362677969236692308676408243940699561829469697644180325174915777072948,6078804743652462344740823086384716646439651340780393077804879001421753054608427,38049090940403073202207017932281922433371072529975309278252575986692099391877067477065595402081688107843374619109552550513873721288398606243445481280354532796
63585520060586211085783282495670949713591604743226686460274633075934306121713653,16866743395326539158849080095439265357134575662049416254361177158918854294680219,1072480650520295637894776088231236908054118921346425834589887164056643756311389213558056588292007602269971564218869807315644314130076617158464208473281921330007
345249460223552536807524230892388824570429050732476566545292602421332582500835378,507053302281065707855834263841964181734702700413689485054701688996512922239907142,175059878917107755883309189160706060893654359934076013628142829865080210725086399794116510748878885667825981889932060246549415312515655309075773671009144148469676
5364770065817494641155069888016501134922224755713041904451937478775482730199900630,3566819335039422157433952208125271936457950586103258785229399805565417621587388343,19135165598798553277462401433089677132915408726841045872594720711023767210568038853952534276715628630813663241150226140082868369098818682775118288568236919820356090
22111706662479658615694137714400354877636446938451100086544417381179451083452499132,83459861687054562315850239373545993832336068017239427592971620874475120965168927037,1845439979715275166439716678575805376743680231607730249778592985774028340541415332772878196053025248145932310570586046092451486378620359922152272524071572788613831884
675427108441138056445699480661067608549507119813047241882997781433317908537958508755,934844574374510497226201807201493919510436996381864843022864357697784988915980514385,631419367711662052675514226457974789842572152185437334775622916800267193822809025821117056008532203350730356520320612909712679797315615292810761550937188087192425940675
9624370990313680342154569714760728685239222127216037180337433724850879774259625290801,7595453011105753573595182536604862416151991964338908184530782387948073596763101712810,73101457618376906815140914393592644095149035708780100914625101317345512296549554429746798670915939641974961731594240010399046834768570565500479726622155999435037436860810
67750480797503313101395090019040767866887955841653432721735178593708580368351202476881,96459716040508199932153268690383395573282610325063116953753327152179485149495139594891,6535192139335073112464424628039493077971621063634052674292379388211906620619798094715343930474344087556597976335544303891706431587297778830741501598700285292284574133214971
785064886877310192881898193597229294894062753266611732868334744962387736855982930103806,163491383997244375586356386496439458076855351699236182287209922882828846270664608859345,128351344883211537662995006552666392373575460196107870888457195128005417198273787027073193893824352617602061847481003532878713012781631770020424492208573147618701368103167070
7508723970664232922590047375019036982901065101543532466993747199588626296352307247473841,3556701910015870468543245068736145130860365021334173748334918359574933830163701718720407,26706292888243428172037240562627438756607829626250896959905983450313366320474834459490742413393511025094258802751411075757482831244710054894272215060705564892625538989725373287
74288789931620168201033050211163569511959923269217089530745990440555118381826239585749172,61103320289896002301268806831058985100284058012383144906960373279316280677993651386880422,4539291725140588473016982045298204770657958301768131861076571978682301000535230810932064777728017810124812820147187419473747019507185841676381303922870074283861396114716849510584
160922592078486041503610573289024437316971108782176611595175447518312938920347542952268467,455833149709065496226684921608023245973330456919013147227734624252333045049689012709589643,73353852006483405057351603610137024244026437399842127504091340509762055574806155308557125358267364673403168281855994612897790204437655969377694419368930332288016723411951538687281
1400565447856264289757797485521486692838417278109058441420543992934213943997129304910032339,2231204882808004802008448425288647022551565564132821268968324563635643065201451989618655008,3124948465949076924984835071716359316248505452919551189371303953237040137255369030988143748428476206982779979696788387210510025499758467134653814035199741972648097852022766964303712
48576176058625289858018320463254823253008062284709173808107094248461731434882891843731444679,51663328977971376155721203622749968310749865657005560062431373839636291698305054733757982778,2509606964208615327466245914187008142041077069838500893197896574581961167975739400301033303244010890294349211016170255985587762431663680156062826520137337149153808986641718030741738262
562703267946103471792100093693284915282927079437775737773666783074389133072241000160236791016,275760777708542847772247149989234559700569470686819914003223402369175866068640184061481244468,155171490787956063425069095719798851674392437259465463997560807735387906294495952287914378372841022613231934296143379693981796284204163425713437336142862983912535510372132265222522099488
3513344833768908880830547543971320411546773921731579954199868438773214186204904951702233450276,7890174200922824216984794049947470535551781058087031077001005828994523216258860544771729052268,27720902766348933308900425554153071735530081667952685619838214426579704525372661777384468348140202885208960586490899410852712334924121043080228122234310453649281662599627244064385183025968
10282542121084825335986743399335562122197676644782799157063763051033818560081813936590997589987,12912559551582103871383348819489263616781425208060371327239917383427229660873897527187845509938,132773937480159167449708235421379875211615473593654873845128821223626532093715110931773841785609722042113696777554146885344825405713345497064708084335869985814910248691570401780237057790806
286337730510461223871246004165167018001791315056130657300030134272928571246898551235007495201141,464417293881278418813489848221462114646678938592509719529616731351495300754607715861017465723275,132980193939775172162653486548082128351665496917650153020496238148792965913444744230146418123380213545175132770418879280037641000651040544816972395022502409632942164045797821401135019170256775
5161199291923732626591218431188181232226032550590067501715857420186401582445281006327610039695738,3151298600631022324364710945827908718738513668099761955039826874220387604770732852194921429281250,16264480106217081906650443482647563993202288318989820946922706951090826427293923039611276759666214690312669163820643419980831645221850007635184326327074277551730452192952435106656299834028312500
63941554293335733312102636348413135302389721871909500742665557084333960703752975543398741263079263,39897438507500899898129231158031187624993881427106618495098582337517426406741365981068550884180083,2551104230492392577757122944586825339186144673367105747508183035698236494688634840847614620727221592105663151539826662820974646386980245103878642356046850448739091674431026067605238563597594918829
823501102223460172709906487008894568938804071411593406436830008145094626598754590126655856918014856,447217858641321559342842580341747428558845425643750209229226273062734237762562480809941655474427508,368284399525143906786133521637713345300755152555917923331097556511878698171107839427099169639589731560273358948740668009890746633199316794662263981464311886109985691219397733173774354445028439058848
6891879832268369434596199016849036497736442677206685865642979225387092004052413904466385731733459068,8673376980003970968568033012265122577823097129053269671321050189141668322355387891165777950200657704,59775871886150104074350886471966674523305043303437982176899851915655023281804252348228066653624648521108024338097128793049671039936367400910542690529061726371042717416339028555268684809946436562859872
84745432880543730078148562872865913184083311880808318248001691890030245085421896023869358845787643889,12928244198938107063800006993942457441046946922814071823235759179544336559502309303205007148726111299,1095609651024388194678129692018959744066268193607145497946805642231504797235080164773814467408845596196107323654360391198819793524093232124385092923610341722126539544010169905394011212135525354391201811
940243437806471455301446063652215680134005576642546060255015818620965760653507832775886995954090267594,204637728677780102866083295766287243528697815947696756618316295482795453490324732999411382825293265188,192409281516903916305371492252688275251884129091955203360268973229768027749519299459969622892891185073556617509540317273312175119123199587589383764096914006173519795468539763687362420729057194744924717672
6454696323060127293287294646550635835199206396615537000978513233266731506728045739146193277140012406777,8027608449972794574759647770224391523894589070351805998058902775393615897485445675267780033259326393981,51815774745005804959402526064949744210741119338846788163526125158962803729001864558192784339066413318509722385403901040824524510789300519626393281793614494846653783789333095434180079726138861940080336409237
15106997710855669849811775797468333253587885418539607583485052511434837605853116018773420239142893842524,78876190051894405532565960428925268280112885748969574769376453555140049169425649478765788145191520758429,1191582422554985543237714864850360520740219512832000343345478744277354214526823665722080455482013897845292727163640140000190970136141023441614025624203349469343248204558233003762862314577361659606030571634796
131444386123352309558269849518798008611149634132159364745863523836400956139169002726220544832898574626793,561724127871931089985353045392297113494830589393069938110672824217213990753870492370835279833989910270488,73835483158801437265043080621541717415543061453067356295381934131940806480432652426677840035561720747056944649966573588166996393410499305039058588777704021566454391125456915311078627335093053135447312281984984
1262013659665678945508421520167549678636120540023266087331601490295788802528096088110693251080350276259092,5127592021077256997358655866589042737892615201704891657621730371204442065180781451827001961060274536480866,6471091171792244274508054957166528934180646007448344041541552944716843745247633398298781599633068562465013068449096633926845273724765906932870609736322643220329304753997784739027156588289060572404302024916533672
24320256689296061552148635598267780909179223118262972103581958589916449512935515297461285867333735609978636,74843172840821329516843775388814834786595410358730836113753694860060655216833168906601644563413259889187225,1820205174930126257354875138110752149777342840110496247954962338049208259151620861043731089897481374142172551657014063294079640437536025741938204576981311591060941454268668278140605006614148446202745055309654125100
872647660278535060158010863003531746926597043470260586321612207176605758149339745473933028286714371837318948,417796026039080511483599774994196426101535046554768235827441918903182468704262975904855556120447271851245259,364588724596673518144339635270008310338775473714971156519745106571613575743054435564578992377904500434544084445953973799489218678545006158139427448254251011740277361221866391244689893251028298737912956871781755867532
8825945989453826605651073152465194081377459563003506892030444711695794914046961517762210657865125710500672070,3805402740418917920909701898845917637854551851247590006907067190967543566738469118728633577094755603804911579,33586279055056949812592812061729152552458444751953230967356462175045278634079178132027895467890585200676780685006483448388057014422174610034345550197899512688710328142889994323808548850159617790236108570701046424898530
77031293432845043005103497960297116374300358787944126016093955976213332042176854699038375455284111566786719188,84514412414319752935992493620802022244460356810478961221109928567561458983966863813258554169040707038382206561,6510254501991946760127334428605868769168030004157519143387622070984945259405141403690803919647556767146420280834979602922191451486179899506292215009056863002170842153181477171078613702356437144026070847763118905318192468
919091614392217876908321399963502873288441588009641480250068804538567590142629162495837880490514298701861263944,827991711402888322218175039701760208989377718650702096257877754104296029663349652549640552448156024193133781061,761000238736655983473382985839269258262737077261456167795016865452806698935724737275700046730769965065774162525994515604479194240435270627621884024744171372756649468634160650241652969517459385377634389532828519757229364584
9960202507543135513865841508107247030637329595752888822165247841554570534125523775187583662163414543658909018594,6001143429135272774453731277288197128813282928727546671727054201314527817446780177688798167691538399932228379724,59772603830999154850408904425348454364198175112415431894487613409521684841541477376968709295935645198999070121307699071449379622613399049578657483381082257678935499365494062895759828972726937801807806549637603927415608588056
83722217347125599294452135394661779006759992637229553884498825229661188049224213019699054070956083170073623576149,65311493699411920523066556593430530975271541732519946276988505655871619233220856995245472522354930219960950957170,5468023070767588973643129401474681998564847540542272572051748310320062570219690863938682798362657965284649157735170483951801555955812787733811507511583245375790392532031826185179008745223215330936232759100504221501659932538330
605844794681372897252312405392280851705789724749699080276795664191186668597503636703436450179301898167703784382223,709048308532485857594607585022685784142121969832379745226882846579670786284764407386250960568289696244919591228777,429573226902038636978949759524833377735249653681982837052975888955219556508683164670866525692455873118059752409613372826500580089271767361056399137922160464716929407887785846434405077499376018483559656130867111367013510404831271
8007786224284991470604394888546285334101217650940275559176946833098116027050032485686949794636765195638022424600303,1100086212691679808616546372208183936407224761642380879752165515870971323007728300116151542331944441870466100107965,8809255219518282718405157507163912963659720451547776666239868577894776516504676934053532927191261104662854172125696377446658532383247384403875564554063257520774273946169208536301016305643086987580370237362973767051902300271713395
78936339479365424813041136167312605618240938790112914730446679679743136363733331748996362005011761597038027244100485,96693869931533811627094745605674934843830862648667022278137963015095507630981161837551046156730394762883516987025649,7632660142489157781105142874755315349331369917780975655004922367373491306022087963741885123612099742649184071076474317878221021747950163676113939395603823211710312116867296166920594945168965851404398945733842273993572393222628339765
535449849476469872549791819626045814115046218039106067521878203298862287451447554187668413871622235291342704563431921,400363972062148118007938525112152578493884524566974050664106364043538486108640506394904138889179472521936606780571560,214374828576478799144964990617627953942559556935574098027131883290112955066764302411432392354362238107004156816213778136892130926541967624007579187262623351635956787632155694462508455256344182029343079548124357474509954497299528766760
5589891073572732560236111719997625473691900027016070288670664132743439455769933378199028683832227033129000574507726748,8946223651408420708576303225662130804094100123220906690234274098123573712608872414942294726532073702300255628696945612,50008415731193188372215012592267249190300806210198472311507049179737615971886532161179853863985032762393070086944571394566346942896647409083639893646636737304366198069323295460595731378674142060362890457714893850994961921776961113629776
50310774412149535124440445640223502120157953430640315474964727684824348380098050725596291972480086289058774059480448617,72032128728603745091956798216039265088226009427730014368754673406865411583574311071193748652976662453366613801224953540,3623992178891698724392932631120677253515641782242960716502042641686285904073625659463817445854760973394653131719838058540410540423054737990189225412839929192572692095101499238754373605628780900669619202326756996395239346403860694182254180
130481892512799447070471664708855531379265138700384418046318801030795662246501316842889011489890414842464786892945578678,431865237781718167274882171950409925655334079468814030670840393256945558595425846830496865181689124807217268551528480912,56350593536248724620221954997935302680300266804956414000127029516481820903260317458559703403345328064339372369590568984711424946752744311609040130730948259678938125253974174771846608845197303772256992073458445018738270052295081364117194336
2406470552749749504231945120548895441294441806834909869324289447357107222005237369421861955027320964608084268839477491488,5910513175589403003522449253464291199490078918480145385343163141193222805101104656700747994964567227396357569282339771517,14223475908695307894391660899941186223947787832083679680809246970076408281345477030377286361294041176247070480224441874927330606682497657830816324169284576986127060718984625249501716127497067887977606155109436349924569447621950368386232347296
69780130941610762060910476696520937647232886982643385662132262623914873760928684912217204147517839530313621762193093643724,35124714600737457966694292661574432056143980986849333433659039763535488138009656761352472819197856814556541280545429081606,2451007184126167195157850080304861071748450442019375703088247785839315137696206060410033269431059965677492925215330470981601342648146123257152273387372315344799051431855710445467944907714851892943984401975982315593922793878653325252337485740744
388797761941112953922153988014371366227103318465250152160494628127381430745329568943356087287624967407521193021134738543642,882546466498118365125329093028169954487985951196112282133925207636634951378880701310922607396333529791185407051198216161210,343132090983505843133311922993375509447796348804958848193842323441758689109614162661455597509994517874309801114503947595745565807869045738736511711306790586657091043892653584469182147887466268413577064557558427701253149748223468292039743292526820
4528557842847553844208931037669411803447023451437725322812271197330832335707968836739678410425908860293820511376105409125921,6278253742399483020844959691017913437939928608996531273055892998082480365740293349771011759534049618832135782642666625783810,28431435224530184825083081362014338592014021011025151238110921631150173320547119064675916325842929828290811899389276520067747406344070766135406698031051007311350762517974013651542655477665255841317777780031826456623954874361431754127029813613139010
76814797858379137541614285837353354186730692138047240342988284418387221001314876745325892342049589544920605686592329434017215,62920410730834618135696228890381031473919630156321483918434951021808765044947241153108953325766418409385299446879160920227324,4833218631455250729563976403497568161483761130799376365370859842204718468560369905700435757943833464383217215116410783666947498869648891812431339821415783084153540153983177604022084016138399113813560620111920903640555473778537271215458731496329382660
939851396857418741596083661083809072358260399428774269911528035940918793440628506181307451280925053875123856262813617143114939,287713369639783338918691514415042266926692166530801506503109800541230960593214901893029177130125132057890700941594678108322753,270407812350505223557185243002413672151222096232445652109700538001545165453412661114711348290978168751496284232765187590498858591529156972569128797391365040950594119269549326177732378193020269575683968831399347317239464822877533418153439524847187907067
6849896977877974274286594916031469661722711708443623255970387817100234813283119667464906335662069438259244627274861907843475547,3311409668571307770307093307680118272648540327978123859940311209158258866341597823622108729052272885265953358056617829796299677,22682815081262505505392676542710892775214973290249553242956597308554018797181238831170546987678038240260043131885059088116081827973876547692259628898978583875809640146729375903154010788085764579461694838764360717987716459526761575390410721090807633498319
86987932108185754247661102345775612501841153897919375576639217542265803897393570210185658114718012970031313485661891178800173245,11032336973358560687284934217283450520541528344303318321490452519419548302926057128347816454968401424903366532038619520627448003,959680179633141985260569658898243694980069927312762427402438797784543418318658056867744963432884907385134988085098041371342036659932286266923533146971194762031412589066576726075006058435788935951246343380679227268859828618840918997855959980227038629279735
841806399940180411434380368558493760651452127852954092342188207144104213843571809620544298022165176261237113483963930911036744314,741288439931933289514775131522102346206290115520521195646200509661538350444946168562182248757520397911093374544704524033545412745,624021352936373438001412308667739684492309694280467331064854712815524430224726908440789301143412349719312803431405194929351123158866769993241624445514072762133676693562913846813273265222066565700817656700394990043536362033563409214706595170467999874161881930
2578333742674004457854070530603913195727267627293121755764522136842767789145898427850984391281459566857167203951756606206486819850,2974585992479126941199994418459918496766605336145816382878045613866637432537142076869780795449945222152726115465574991562995430356,7669475434894375442398401854088064394491958267430863201303997587967300379542770957919128458102629780246234253349040820702703987348873937572964306416349719585723426591596493202536498333717473841838532294752149274797047070882327235039462416669439090292593366600
25691677907045854370537668047206348363013764573647387981453238822262911083534522099246193532639138909280236209649965787788997297962,94865233944208206882840134158324451297369606932260846695660069603170280813202392555608876443609300695244216276174116041102008777406,2437247035071150444968369499726338462984447454671442041694772363029292721609627705767527634927531935843394233568086537292111758127247423805564492658932324328972950868570497718330876203207934608442453478405817915973557789477983159412892891614924066705741115446572
230432312303666271236507939270443779813522251001545656310097293750007683683555586918613601734867220473695702292504127815683931550074,766003261685595852716472346880919218953538883159048511505548742704313393974976153778368071587273319094548559970985985659100317763055,176511902822362223670136123279011340713304981807752537221609531796397290638447978011032342100924181035131378247780131426970544675749518944869764823788656121948310337232554226685734583112154792108990761860398147424348729834219127880865248119713819746777162399716070
4447443774822536556096859120458152702047291892414755689283164894488151871811084332037919272269846546646140560321153589331348795481821,1108841675389915477336657583498957629808706064535273695081951145555106467935340555391530292435009760399598182942977176552492405438614,4931511006476671424999048334967526307196786134116203550212328329321446464942115665303229437564970558768084398472674513584890648055984728787218803539592674800301784698163530035863914089772955951982435088043055892890715355686031935856515752632824258080638650968436094
29520546926518209530120603566146255519453394335399488663146879195240448139863536981713688472543043355812122939945185150514534319300609,94155645184106322913765896433616210233472189597286877206682510126140942379833130591152518774476217949055327474214175434842638688916596,2779526142054008967598193204696198965654808756008518286829225669518278621614602083986522460650561025631340693102188278129538268662176588751639602489785375513303598152856116670805545893893771976008916404307870935885592972372915898800041099184415161006764344294653006964
402123083868765518962942281559353096819332202492282149452622407444155533393695794226002062181509917875672133400054072893901067967175875,207455539784239250273173232579733596796935296020067924780242461884682241063033407300145179560267502320400314480169197509412353370818645,83422661423697661811848943779505992306948987374536463363165513796433642691288136917561837533802709723360791471935166412515488441034942742634050156570497118994577467021316279286443561449831923663124805216880960091992036860260013146138618248968876141987036224937444189375
1976572770010566791948912376506648936537939039413659294184826705067417470225904063274124199818808724408388507120808657889756929302247164,1137256219899310038984803126152450860127312068192651263166064823985802191361046393245891153471096511218046862700152024764297168620872817,2247869676778125514713282855511585929937787488873876173203171763018518667806255434820579236116638644743367860670282105269782336075836092586137553337768883946392796107766036576004040239191625762176566204343059679487359621966503879187252519135735638946319622387593142940988
39104565932560933549654830530001239971058441263361472410309769565970574141193245550591385972575329911078960869312880116045827746268527004,94716405818113181124555903746368373606582848859533500243314111186811252874166093156880860050979135396127440486580056851475078672478494926,3703843936209604900849555911663272408993333426617761248662102838896175116021217232120350031269828053849021847823571707874533955503001647761871182228884419155990716058274323048768243881785205758024532839327518950747482762216821702669479365427852697160928928515964292907981704
591626168098306254272264050523380117415811754991859497796341230614703918919935791446693692425028163551503341745779394519854203568512990582,405623101747504956689531833972201092245742932528005177602426809056714624065088497047453966064554172146100163229425496791637617743849504688,239977241379025748866328339453198509864861867212331478940373640802712115772626963491937672136953658197590651045933536309622077946006650458519424578175893873238810802005337264919565272065624322172619231442943216487821496205678221558405617813764441239289676291033211114308848416
4110172494396550277177105682364698186884337093119036021947589569414490850903565942117887420878258831064767085861254731357853944999686439502,3196989712373294271168121971043586833332507314398605830860643644455105811003170724153877266305393084179783908443619883647892754931626291627,13140179180665452730096977390177439430723296200378245452457297990767729055464384668938421177132892205422868739646409763724201911992783170207724671189560181763764034183603692591501240956676148143488469163429885418129046099545039048659107100502867916300775752555465819047544649754
32950896751520734816576944508631328942954282080445478431945899414454684286358900019810562143758465786913289461655506792431996636949755635830,21325563233821949351983169587165090307672345173758961079964970757020645811277170190831205792008722389582304586405585725118516515210615254853,702696432285693687473713082530190199392565839573509684005937446897510201489257899567362393990029360914260174747545281597673254649500920789768764823358692188302497259837650743919277439162922246717049525475284836666189573228995396122687673164985694792889338172992432246408508182990
370790311653529978024611257006715510375904706865382152261367844181920269643392987673488257579488235328075044527654704901942603675905251618957,198897774069782067792167201731913095984897570088127991019376151713126087391691657910765664069165820691862871210489609951120507333738261910951,73749367634527886535849529558880377875326170053795643063670063771176875087036342564769401468790215329117709898008674744212048736519635850792350893191506065904030995964783694849589829180040997710826967885211770940628473578182185060167092765619182949023679336295688446708681317498107
